rarad,decrad,mag,ci
0.141355795557,0.121395733171,5.69,-0.014
0.141575139333,0.759127360181,6.69,-0.006
0.141947332554,0.328032581965,6.79,1.54
0.142140002795,0.481375051568,6.68,0.084
0.142206562644,0.35420264054,5.38,1.069
0.142490628805,-0.44261051244,6.72,1.176
0.142814801586,-1.1001072027,5.07,0.038
0.143196072831,0.493583310921,6.26,0.965
0.143988852261,1.09836681092,4.17,0.13
0.144743381877,0.958098228302,5.93,1.037
0.145387690862,1.23886687122,6.41,-0.007
0.145681776534,-1.24383064317,6.11,0.265
0.146974526024,-0.515889274365,5.55,1.262
0.147175892729,-0.610901511426,6.41,0.617
0.14913801944,0.179754956628,6.76,0.949
0.150163772321,1.16501340712,6.47,-0.049
0.150181673364,-0.792830297897,6.8,1.293
0.150370868549,-0.914082860086,5.57,0.472
0.152379206771,0.233370358348,6.39,1.136
0.153415852304,0.642843729322,6.58,1.445
0.153798322274,-0.0627070001011,5.2,0.567
0.155104023503,-0.00882455256894,5.94,0.444
0.155140055629,-0.956822179935,6.04,1.001
0.155709718735,-0.837773864509,5.51,0.461
0.156701736193,0.230506808333,6.32,0.517
0.15721440904,-0.0972274148209,6.72,0.466
0.1573092705,-0.261328760911,6.45,1.063
0.15757856743,-0.398673923907,6.06,0.297
0.157683292839,0.94541780452,5.08,-0.098
0.158541232432,0.475685352945,6.51,-0.07
0.159068122385,1.05289106834,5.78,0.294
0.1598152486,-1.13663599728,6.43,1.26
0.159832715645,-0.857520804263,6.79,0.639
0.160457541142,0.776472319721,5.14,1.587
0.160463048098,0.959187038156,6.77,1.419
0.160520277603,0.265843759467,5.89,-0.146
0.160691112599,-1.33185342717,6.72,0.394
0.160922836075,0.588513566981,4.34,-0.123
0.161317681825,0.940678523846,3.69,-0.196
0.161965869238,0.419125746928,6.18,1.17
0.162767714453,-0.949351232776,6.4,0.995
0.16294223676,-0.432270357524,5.57,0.715
0.162986160301,0.617837852556,5.45,0.886
0.163660332483,0.0547221989713,6.43,1.339
0.166136632096,-0.00878824120996,6.64,1.301
0.168122139875,-0.35424212163,6.73,-0.129
0.168238397191,1.05286606346,6.77,1.725
0.168232680153,0.511586571622,4.34,0.871
0.168829057291,0.819550742705,6.72,0.96
0.169353609525,-0.438214106388,6.43,1.482
0.169388747849,1.0441633178,6.72,-0.019
0.1708889384,0.861400070766,5.45,1.644
0.171599655558,0.53862647692,3.27,1.268
0.171756809859,0.370890710826,5.88,0.85
